Parm,Delta,B0,B1,B2,S2,T2
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
0.0,0.0,2.999999999999978,1.9999999999999991,5.000000000000004,5.981885840708272e-28,5.0358559594000755e-26
